Elevator_ID,Age,Location,Lines,X1st_Quarter_2019_24_Hour_Availability_,X1st_Quarter_2019_24_Hour_Availability_AM_Peak,X1st_Quarter_2019_24_Hour_Availability_PM_Peak,Non_Scheduled_Outages,Scheduled_Outages,Entrapments,Owner,s,Station_Code1,Station_Code2,match_id2,name_in_Rose_Data_set
EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,J,292,NA,Fulton StJ,Fulton St
EL717X,No Data,Fulton St,ACJZ2345,95.90%,95.56%,96.67%,No Data,No Data,No Data,Westfield Management,Z,292,NA,Fulton StZ,Fulton St
EL747X,No Data,Hoyt Street-Schermerhorn Street,ACG,96.37%,96.34%,96.61%,No Data,No Data,No Data,"Hoyt & Horn, 210 Livingston Street",A,175,NA,Hoyt Street-Schermerhorn StreetA,Hoyt - Schermerhorn Sts
EL747X,No Data,Hoyt Street-Schermerhorn Street,ACG,96.37%,96.34%,96.61%,No Data,No Data,No Data,"Hoyt & Horn, 210 Livingston Street",C,175,NA,Hoyt Street-Schermerhorn StreetC,Hoyt - Schermerhorn Sts
EL747X,No Data,Hoyt Street-Schermerhorn Street,ACG,96.37%,96.34%,96.61%,No Data,No Data,No Data,"Hoyt & Horn, 210 Livingston Street",G,175,NA,Hoyt Street-Schermerhorn StreetG,Hoyt - Schermerhorn Sts
EL22X,No Data,Cortlandt St,RW,96.48%,96.57%,98.84%,No Data,No Data,No Data,Port Authority,R,21,NA,Cortlandt StR,Cortlandt St
EL22X,No Data,Cortlandt St,RW,96.48%,96.57%,98.84%,No Data,No Data,No Data,Port Authority,W,328,NA,Cortlandt StW,Cortlandt St
EL445X,No Data,Court Square,G7,96.76%,97.78%,95.80%,No Data,No Data,No Data,Perenially Green c/o Citicorp,7,281,NA,Court Sq7,Court Sq
EL445X,No Data,Court Square,G7,96.76%,97.78%,95.80%,No Data,No Data,No Data,Perenially Green c/o Citicorp,G,281,NA,Long Island City-Court SqG,Long Island City - Court Sq
EL291X,No Data,42 St - Port Authority Bus Terminal,ACE,96.93%,96.99%,96.61%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",A,163,NA,42 St-Port Authority Bus TermA,42nd St - Port Authority Bus Term
EL291X,No Data,42 St - Port Authority Bus Terminal,ACE,96.93%,96.99%,96.61%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",C,163,NA,42 St-Port Authority Bus TermC,42nd St - Port Authority Bus Term
EL291X,No Data,42 St - Port Authority Bus Terminal,ACE,96.93%,96.99%,96.61%,No Data,No Data,No Data,"Tishman Asset Corporation c/o the
Intercontinental Hotel",E,163,NA,42 St-Port Authority Bus TermE,42nd St - Port Authority Bus Term
EL492X,No Data,Howard Beach,A,97.06%,96.27%,97.88%,No Data,No Data,No Data,Port Authority,A,198,NA,Howard Beach-JFK AirportA,Howard Beach - JFK Airport
EL17X,No Data,Cortlandt St,RW,97.35%,98.77%,98.06%,No Data,No Data,No Data,Port Authority,R,21,NA,Cortlandt StR,Cortlandt St
EL17X,No Data,Cortlandt St,RW,97.35%,98.77%,98.06%,No Data,No Data,No Data,Port Authority,W,328,NA,Cortlandt StW,Cortlandt St
EL23X,No Data,World Trade Center,E,97.39%,96.81%,99.51%,No Data,No Data,No Data,Port Authority,E,171,NA,World Trade CtrE,World Trade Center
EL493X,No Data,Howard Beach,A,97.60%,98.19%,97.58%,No Data,No Data,No Data,Port Authority,A,198,NA,Howard Beach-JFK AirportA,Howard Beach - JFK Airport
EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,A,174,NA,Jay St-MetroTechA,Jay St - MetroTech
EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,C,174,NA,Jay St-MetroTechC,Jay St - MetroTech
EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,F,174,NA,Jay St-MetroTechF,Jay St - MetroTech
EL327X,No Data,Jay St - MetroTech,ACFR,97.65%,97.36%,97.78%,No Data,No Data,No Data,Avalon Willoughby West LLC,R,174,NA,Jay St-MetroTechR,Jay St - MetroTech
EL449X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,97.91%,96.96%,98.21%,No Data,No Data,No Data,Port Authority,E,#N/A,NA,Sutphin Blvd-Archer AveE,Sutphin Blvd - Archer Av
EL449X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,97.91%,96.96%,98.21%,No Data,No Data,No Data,Port Authority,J,#N/A,NA,Sutphin Blvd-Archer AveJ,Sutphin Blvd - Archer Av
EL449X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,97.91%,96.96%,98.21%,No Data,No Data,No Data,Port Authority,Z,#N/A,NA,Sutphin Blvd-Archer AveZ,Sutphin Blvd - Archer Av
EL207X,No Data,50 St,CE,98.20%,97.80%,98.13%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",C,61,NA,50 StC,50th St
EL207X,No Data,50 St,CE,98.20%,97.80%,98.13%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",E,61,NA,50 StE,50th St
EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,B,226,NA,42 St-Bryant ParkB,42nd St - Bryant Pk
EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,D,226,NA,42 St-Bryant ParkD,42nd St - Bryant Pk
EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,F,226,NA,42 St-Bryant ParkF,42nd St - Bryant Pk
EL294X,No Data,42 St - Bryant Park,BDFM,98.27%,98.75%,97.10%,No Data,No Data,No Data,3 BP Property Owner LLC,M,226,NA,42 St-Bryant ParkM,42nd St - Bryant Pk
EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,B,226,NA,42 St-Bryant ParkB,42nd St - Bryant Pk
EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,D,226,NA,42 St-Bryant ParkD,42nd St - Bryant Pk
EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,F,226,NA,42 St-Bryant ParkF,42nd St - Bryant Pk
EL287X,No Data,42 St - Bryant Park,BDFM,98.39%,97.36%,98.89%,No Data,No Data,No Data,The Durst Organization,M,226,NA,42 St-Bryant ParkM,42nd St - Bryant Pk
EL450X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.49%,96.67%,99.97%,No Data,No Data,No Data,Port Authority,E,#N/A,NA,Sutphin Blvd-Archer AveE,Sutphin Blvd - Archer Av
EL450X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.49%,96.67%,99.97%,No Data,No Data,No Data,Port Authority,J,#N/A,NA,Sutphin Blvd-Archer AveJ,Sutphin Blvd - Archer Av
EL450X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.49%,96.67%,99.97%,No Data,No Data,No Data,Port Authority,Z,#N/A,NA,Sutphin Blvd-Archer AveZ,Sutphin Blvd - Archer Av
EL448X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.54%,98.47%,98.28%,No Data,No Data,No Data,Port Authority,E,#N/A,NA,Sutphin Blvd-Archer AveE,Sutphin Blvd - Archer Av
EL448X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.54%,98.47%,98.28%,No Data,No Data,No Data,Port Authority,J,#N/A,NA,Sutphin Blvd-Archer AveJ,Sutphin Blvd - Archer Av
EL448X,No Data,Sutphin Blvd - Archer Av - JFK Airport,EJZ,98.54%,98.47%,98.28%,No Data,No Data,No Data,Port Authority,Z,#N/A,NA,Sutphin Blvd-Archer AveZ,Sutphin Blvd - Archer Av
EL289X**,No Data,42 St - Port Authority Bus Terminal,ACE,98.57%,98.39%,100.00%,No Data,No Data,No Data,Port Authority,A,163,NA,42 St-Port Authority Bus TermA,42nd St - Port Authority Bus Term
EL289X**,No Data,42 St - Port Authority Bus Terminal,ACE,98.57%,98.39%,100.00%,No Data,No Data,No Data,Port Authority,C,163,NA,42 St-Port Authority Bus TermC,42nd St - Port Authority Bus Term
EL289X**,No Data,42 St - Port Authority Bus Terminal,ACE,98.57%,98.39%,100.00%,No Data,No Data,No Data,Port Authority,E,163,NA,42 St-Port Authority Bus TermE,42nd St - Port Authority Bus Term
EL494X,No Data,Howard Beach,A,98.71%,99.30%,98.36%,No Data,No Data,No Data,Port Authority,A,198,NA,Howard Beach-JFK AirportA,Howard Beach - JFK Airport
EL208X,No Data,50 St,CE,98.76%,98.94%,98.89%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",C,61,NA,50 StC,50th St
EL208X,No Data,50 St,CE,98.76%,98.94%,98.89%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",E,61,NA,50 StE,50th St
EL416X,No Data,61 St - Woodside,7,98.81%,98.89%,98.80%,No Data,No Data,No Data,LIRR,7,456,NA,Woodside-61 St7,Woodside - 61st St
EL495X,No Data,Howard Beach,A,98.89%,98.85%,99.88%,No Data,No Data,No Data,Port Authority,A,198,NA,Howard Beach-JFK AirportA,Howard Beach - JFK Airport
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,B,227,NA,Herald Sq-34 StB,Herald Sq - 34th St
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,D,227,NA,Herald Sq-34 StD,Herald Sq - 34th St
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,F,227,NA,Herald Sq-34 StF,Herald Sq - 34th St
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,M,227,NA,Herald Sq-34 StM,Herald Sq - 34th St
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,N,12,NA,Herald Sq-34 StN,Herald Sq - 34th St
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,Q,12,NA,Herald Sq-34 StQ,Herald Sq - 34th St
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,R,12,NA,Herald Sq-34 StR,Herald Sq - 34th St
EL200X,No Data,34 St - Herald Sq,BDFMNQRW,98.90%,100.00%,98.94%,No Data,No Data,No Data,PATH,W,12,NA,Herald Sq-34 StW,Herald Sq - 34th St
EL418X,No Data,61 St - Woodside,7,99.00%,98.89%,99.22%,No Data,No Data,No Data,LIRR,7,456,NA,Woodside-61 St7,Woodside - 61st St
EL12X,No Data,WTC Cortlandt St,1,99.12%,98.89%,99.03%,No Data,No Data,No Data,Port Authority,1,328,NA,WTC Cortlandt St1,Cortlandt St
EL726X,No Data,Cortlandt St,RW,99.21%,98.36%,100.00%,No Data,No Data,No Data,Westfield Management,R,21,NA,Cortlandt StR,Cortlandt St
EL726X,No Data,Cortlandt St,RW,99.21%,98.36%,100.00%,No Data,No Data,No Data,Westfield Management,W,328,NA,Cortlandt StW,Cortlandt St
EL727X,No Data,Cortlandt St,RW,99.24%,99.36%,98.89%,No Data,No Data,No Data,Westfield Management,R,21,NA,Cortlandt StR,Cortlandt St
EL727X,No Data,Cortlandt St,RW,99.24%,99.36%,98.89%,No Data,No Data,No Data,Westfield Management,W,328,NA,Cortlandt StW,Cortlandt St
EL415X,No Data,61 St - Woodside,7,99.29%,99.19%,99.90%,No Data,No Data,No Data,LIRR,7,456,NA,Woodside-61 St7,Woodside - 61st St
EL13X,No Data,WTC Cortlandt St,1,99.30%,98.83%,99.44%,No Data,No Data,No Data,Port Authority,1,328,NA,WTC Cortlandt St1,Cortlandt St
EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,2,338,NA,Atlantic Ave-Barclays Ctr2,Atlantic Av - Barclay's Center
EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,3,338,NA,Atlantic Ave-Barclays Ctr3,Atlantic Av - Barclay's Center
EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,4,338,NA,Atlantic Ave-Barclays Ctr4,Atlantic Av - Barclay's Center
EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,5,338,NA,Atlantic Ave-Barclays Ctr5,Atlantic Av - Barclay's Center
EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,B,40,NA,Atlantic Ave-Barclays CtrB,Atlantic Av - Barclay's Center
EL300X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.37%,98.89%,100.00%,No Data,No Data,No Data,LIRR,Q,40,NA,Atlantic Ave-Barclays CtrQ,Atlantic Av - Barclay's Center
EL16X,No Data,Cortlandt St,RW,99.40%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,R,21,NA,Cortlandt StR,Cortlandt St
EL16X,No Data,Cortlandt St,RW,99.40%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,W,328,NA,Cortlandt StW,Cortlandt St
EL417X,No Data,61 St - Woodside,7,99.42%,100.00%,99.09%,No Data,No Data,No Data,LIRR,7,456,NA,Woodside-61 St7,Woodside - 61st St
EL729X,No Data,Fulton St,45,99.69%,100.00%,99.57%,No Data,No Data,No Data,Westfield Management,4,292,NA,Fulton St4,Fulton St
EL729X,No Data,Fulton St,45,99.69%,100.00%,99.57%,No Data,No Data,No Data,Westfield Management,5,292,NA,Fulton St5,Fulton St
EL728X,No Data,Fulton St,45,99.73%,100.00%,99.78%,No Data,No Data,No Data,Westfield Management,4,292,NA,Fulton St4,Fulton St
EL728X,No Data,Fulton St,45,99.73%,100.00%,99.78%,No Data,No Data,No Data,Westfield Management,5,292,NA,Fulton St5,Fulton St
EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,2,338,NA,Atlantic Ave-Barclays Ctr2,Atlantic Av - Barclay's Center
EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,3,338,NA,Atlantic Ave-Barclays Ctr3,Atlantic Av - Barclay's Center
EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,4,338,NA,Atlantic Ave-Barclays Ctr4,Atlantic Av - Barclay's Center
EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,5,338,NA,Atlantic Ave-Barclays Ctr5,Atlantic Av - Barclay's Center
EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,B,40,NA,Atlantic Ave-Barclays CtrB,Atlantic Av - Barclay's Center
EL737X,No Data,Atlantic Av-Barclays Ctr,2345BQ,99.74%,99.63%,100.00%,No Data,No Data,No Data,LIRR,Q,40,NA,Atlantic Ave-Barclays CtrQ,Atlantic Av - Barclay's Center
EL11X,No Data,WTC Cortlandt St,1,99.90%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,1,328,NA,WTC Cortlandt St1,Cortlandt St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,1,317,NA,Times Sq-42 St1,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,2,317,NA,Times Sq-42 St2,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,3,317,NA,Times Sq-42 St3,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,7,467,NA,Times Sq-42 St7,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,N,11,NA,Times Sq-42 StN,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,Q,11,NA,Times Sq-42 StQ,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,R,11,NA,Times Sq-42 StR,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,S,11,NA,Times Sq-42 StS,Times Sq - 42nd St
EL231X,No Data,Times Sq - 42 St,NQRSW1237,100.00%,100.00%,100.00%,No Data,No Data,No Data,Boston Properties,W,11,NA,Times Sq-42 StW,Times Sq - 42nd St
EL419X,No Data,61 St - Woodside,7,100.00%,100.00%,100.00%,No Data,No Data,No Data,LIRR,7,456,NA,Woodside-61 St7,Woodside - 61st St
EL490X,No Data,Howard Beach,A,100.00%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,A,198,NA,Howard Beach-JFK AirportA,Howard Beach - JFK Airport
EL491X,No Data,Howard Beach,A,100.00%,100.00%,100.00%,No Data,No Data,No Data,Port Authority,A,198,NA,Howard Beach-JFK AirportA,Howard Beach - JFK Airport
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,2,292,NA,Fulton St2,Fulton St
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,3,292,NA,Fulton St3,Fulton St
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,4,292,NA,Fulton St4,Fulton St
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,5,292,NA,Fulton St5,Fulton St
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,A,292,NA,Fulton StA,Fulton St
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,C,292,NA,Fulton StC,Fulton St
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,J,292,NA,Fulton StJ,Fulton St
EL718X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,Z,292,NA,Fulton StZ,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,2,292,NA,Fulton St2,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,3,292,NA,Fulton St3,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,4,292,NA,Fulton St4,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,5,292,NA,Fulton St5,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,A,292,NA,Fulton StA,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,C,292,NA,Fulton StC,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,J,292,NA,Fulton StJ,Fulton St
EL733X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,Z,292,NA,Fulton StZ,Fulton St